NAME,AREA,DISTRCT,LAT,LONG,RIVER,DETAILS_URL,ALTITUDE,ALKALINITY,DEPTH
Loch nan Geireann,1.66,West Highland,57.63069,-7.28904,North Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100116,Lowland,Medium alkalinity,Shallow
Loch Naver,5.59,North Highland,58.29453,-4.3653,River Naver,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100043,Lowland,Medium alkalinity,Deep
Loch Ochiltree,0.72,Solway,55.0366,-4.63507,River Bladnoch,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100328,Lowland,Medium alkalinity,Shallow
Loch of Cliff,1.05,Orkney and Shetland,60.78851,-0.90016,Unst Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100000,Lowland,Medium alkalinity,Deep
Loch of Clunie,0.51,Tay,56.58103,-3.4436,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100236,Lowland,Medium alkalinity,Deep
Loch of Drumellie,0.7,Tay,56.58263,-3.3978,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100234,Lowland,Medium alkalinity,Deep
Loch of Lintrathen,1.69,Tay,56.68002,-3.18054,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100225,Mid-altitude,Medium alkalinity,Deep
Loch of Lowes,0.88,Tay,56.5773,-3.54891,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100235,Lowland,Medium alkalinity,Deep
Loch of Skene,1.14,North East Scotland,57.15749,-2.35783,River Dee (Grampian),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100185,Lowland,Medium alkalinity,Shallow
Loch of Strathbeg,2.06,North East Scotland,57.61929,-1.87986,Buchan Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100136,Lowland,Medium alkalinity,Deep
Loch Olabhat,0.79,West Highland,57.46996,-7.31478,Benbecula Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100141,Lowland,Medium alkalinity,Shallow
Loch Orasaigh,0.64,West Highland,58.16324,-6.43759,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100054,Lowland,Medium alkalinity,Deep
Loch Osgaig,1.68,West Highland,58.05423,-5.31728,Minch Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100084,Lowland,Medium alkalinity,Deep
Loch Pattack,0.72,Argyll,56.87917,-4.39966,River Lochy,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100210,Mid-altitude,Medium alkalinity,Deep
Loch Poll,0.83,West Highland,58.22176,-5.23407,Minch Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100049,Lowland,Medium alkalinity,Deep
Loch Righ Mor,0.72,Argyll,55.99832,-5.94507,Jura Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100281,Lowland,Medium alkalinity,Deep
Loch Ruthven,1.54,North Highland,57.31952,-4.29932,River Ness,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100167,Mid-altitude,Medium alkalinity,Deep
Loch Shiel,19.93,Argyll,56.78542,-5.60761,River Shiel,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100208,Lowland,Medium alkalinity,Deep
Loch Steisebhat,0.52,West Highland,57.77713,-7.02142,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100101,Lowland,Medium alkalinity,Deep
Loch Stulabhal,0.54,West Highland,57.18481,-7.29907,South Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100169,Lowland,Medium alkalinity,Deep
Loch Suaineabhal,2.42,West Highland,58.15261,-6.98617,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100050,Lowland,Medium alkalinity,Deep
Loch Tay,26.4,Tay,56.50671,-4.16435,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100233,Lowland,Medium alkalinity,Deep
Loch Tollaidh,0.65,West Highland,57.7441,-5.62815,River Ewe,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100110,Lowland,Medium alkalinity,Deep
Loch Tralaig,0.76,Argyll,56.29342,-5.42511,Knapdale Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100256,Lowland,Medium alkalinity,Deep
Loch Truderscaig,0.71,North Highland,58.26488,-4.19757,River Helmsdale,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100047,Lowland,Medium alkalinity,Shallow
Loch Turret Reservoir,1.73,Tay,56.42824,-3.93504,River Earn,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100245,Mid-altitude,Medium alkalinity,Deep
Loch Uisg,0.96,Argyll,56.36076,-5.82315,Island of Mull Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100249,Lowland,Medium alkalinity,Deep
Loch Urigill,1.95,West Highland,58.04351,-4.97662,River Kirkaig,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100089,Lowland,Medium alkalinity,Deep
Loch Vatachan,0.54,West Highland,58.04324,-5.35924,Minch Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100085,Lowland,Medium alkalinity,Deep
Loch Veyatie,2.57,West Highland,58.07524,-5.08985,River Kirkaig,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100079,Lowland,Medium alkalinity,Deep
Lochan na h-Achlaise,0.73,Tay,56.59364,-4.75209,River Tay,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100231,Mid-altitude,Medium alkalinity,Shallow
Lochan Shira,1.25,Argyll,56.34398,-4.95244,Loch Fyne Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100252,Mid-altitude,Medium alkalinity,Deep
Lochgoin Reservoir,0.59,Clyde,55.70044,-4.3268,River Irvine,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100305,Mid-altitude,Medium alkalinity,Deep
Megget Reservoir,2.43,Tweed,55.48616,-3.2807,River Tweed,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100309,Mid-altitude,Medium alkalinity,Deep
Mochrum Loch,0.91,Solway,54.8423,-4.64929,River Bladnoch,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100338,Lowland,Medium alkalinity,Shallow
North Loch Scadabhagh,3.36,West Highland,57.60182,-7.26951,North Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100121,Lowland,Medium alkalinity,Shallow
Sandwood Loch,0.97,West Highland,58.52955,-5.04503,Minch Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100016,Lowland,Medium alkalinity,Deep
St Mary s Loch,2.88,Tweed,55.49503,-3.18527,River Tweed,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100307,Mid-altitude,Medium alkalinity,Deep
Talla Reservoir,1.18,Tweed,55.47898,-3.39566,River Tweed,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100310,Mid-altitude,Medium alkalinity,Deep
Threipmuir Reservoir,0.71,Forth,55.86063,-3.32339,Water of Leith,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100291,Mid-altitude,Medium alkalinity,Shallow
White Loch,0.58,Solway,54.90672,-4.95388,Galloway Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100336,Lowland,Medium alkalinity,Deep
Woodhall Loch,0.65,Solway,54.98383,-4.07948,River Dee (Solway),https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100333,Lowland,Medium alkalinity,Deep
Cotehill Pond,0.0186,Solway,54.8569,-2.8328,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30228559,,Medium alkalinity,Shallow
Haweswater Reservoir,3.79,Solway,54.5262,-2.7959,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30229073,,Medium alkalinity,Deep
Ullswater,8.6821,Solway,54.5752,-2.8927,River Eden,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=GB30228955,,Medium alkalinity,Deep
Eela Water,0.64,Orkney and Shetland,60.49039,-1.39945,Shetland Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100001,Lowland,Peat,Deep
Loch a  Bhealaich,0.66,North Highland,58.20674,-4.38569,River Naver,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100059,Lowland,Peat,Deep
Loch Druim a  Chliabhain,1.41,North Highland,58.3436,-4.03546,River Helmsdale,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100040,Mid-altitude,Peat,Deep
Loch Langabhat (North Lewis),0.82,West Highland,58.40797,-6.23818,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100024,Lowland,Peat,Deep
Loch Meadie (Bettyhill),0.53,North Highland,58.51048,-4.14282,Tongue Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100018,Lowland,Peat,Deep
Loch Mor Bharabhais,0.95,West Highland,58.35944,-6.54274,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100030,Lowland,Peat,Shallow
Loch More (River Thurso Catchment),1.95,North Highland,58.38706,-3.57995,River Thurso,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100035,Lowland,Peat,Shallow
Loch na Seilge,0.57,North Highland,58.50258,-3.85183,Halladale River,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100021,Lowland,Peat,Deep
Loch of Girlsta,0.97,Orkney and Shetland,60.25179,-1.21994,Shetland Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100003,Lowland,Peat,Deep
Loch of Vaara,0.58,Orkney and Shetland,60.29338,-1.41584,Shetland Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100002,Lowland,Peat,Deep
Loch Ruard,0.6,North Highland,58.36836,-3.46884,River Thurso,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100038,Lowland,Peat,Deep
Loch Shurrery,0.99,North Highland,58.47763,-3.64014,Forss Water,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100023,Lowland,Peat,Shallow
Loch Thundair,0.73,West Highland,57.5738,-7.17928,North Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100129,Lowland,Peat,Deep
Loch Urghag,1.11,West Highland,58.33191,-6.57911,Lewis and Harris Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100033,Lowland,Peat,Deep
Penwhirn Reservoir,0.52,Solway,54.98586,-4.9361,Water of Luce,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100332,Lowland,Peat,Deep
South Loch Scadabhagh,1.2,West Highland,57.57722,-7.22606,North Uist Coastal,https://www.sepa.org.uk/data-visualisation/water-classification-hub/?display=information_sheet&waterbodyid=100127,Lowland,Peat,Shallow
